Freq.,IV1,fase
3.90840895792416e+001,-4.68363235834526e+001,-1.76971316137385e+002
3.94457302075293e+001,-4.68360983897706e+001,-1.76943344897897e+002
3.98107170553512e+001,-4.68358690214290e+001,-1.76915116320329e+002
4.01790810848955e+001,-4.68356354012641e+001,-1.76886628064772e+002
4.05508535448399e+001,-4.68353974506947e+001,-1.76857877770809e+002
4.09260659730026e+001,-4.68351550896959e+001,-1.76828863057365e+002
4.13047501990177e+001,-4.68349082367729e+001,-1.76799581522541e+002
4.16869383470351e+001,-4.68346568089349e+001,-1.76770030743461e+002
4.20726628384460e+001,-4.68344007216674e+001,-1.76740208276109e+002
4.24619563946329e+001,-4.68341398889048e+001,-1.76710111655169e+002
4.28548520397456e+001,-4.68338742230024e+001,-1.76679738393868e+002
4.32513831035025e+001,-4.68336036347078e+001,-1.76649085983807e+002
4.36515832240183e+001,-4.68333280331315e+001,-1.76618151894808e+002
4.40554863506570e+001,-4.68330473257178e+001,-1.76586933574747e+002
4.44631267469126e+001,-4.68327614182144e+001,-1.76555428449392e+002
4.48745389933149e+001,-4.68324702146418e+001,-1.76523633922242e+002
4.52897579903638e+001,-4.68321736172622e+001,-1.76491547374360e+002
4.57088189614893e+001,-4.68318715265476e+001,-1.76459166164214e+002
4.61317574560397e+001,-4.68315638411476e+001,-1.76426487627511e+002
4.65586093522977e+001,-4.68312504578568e+001,-1.76393509077032e+002
4.69894108605234e+001,-4.68309312715810e+001,-1.76360227802469e+002
4.74241985260263e+001,-4.68306061753036e+001,-1.76326641070257e+002
4.78630092322657e+001,-4.68302750600505e+001,-1.76292746123416e+002
4.83058802039792e+001,-4.68299378148556e+001,-1.76258540181379e+002
4.87528490103405e+001,-4.68295943267243e+001,-1.76224020439831e+002
4.92039535681470e+001,-4.68292444805977e+001,-1.76189184070541e+002
4.96592321450356e+001,-4.68288881593152e+001,-1.76154028221201e+002
5.01187233627292e+001,-4.68285252435769e+001,-1.76118550015255e+002
5.05824662003134e+001,-4.68281556119051e+001,-1.76082746551739e+002
5.10504999975427e+001,-4.68277791406059e+001,-1.76046614905114e+002
5.15228644581777e+001,-4.68273957037289e+001,-1.76010152125098e+002
5.19995996533537e+001,-4.68270051730270e+001,-1.75973355236507e+002
5.24807460249794e+001,-4.68266074179157e+001,-1.75936221239087e+002
5.29663443891679e+001,-4.68262023054310e+001,-1.75898747107349e+002
5.34564359396993e+001,-4.68257897001873e+001,-1.75860929790407e+002
5.39510622515149e+001,-4.68253694643337e+001,-1.75822766211812e+002
5.44502652842443e+001,-4.68249414575108e+001,-1.75784253269391e+002
5.49540873857647e+001,-4.68245055368056e+001,-1.75745387835085e+002
5.54625712957933e+001,-4.68240615567062e+001,-1.75706166754783e+002
5.59757601495133e+001,-4.68236093690555e+001,-1.75666586848163e+002
5.64936974812326e+001,-4.68231488230047e+001,-1.75626644908532e+002
5.70164272280771e+001,-4.68226797649650e+001,-1.75586337702663e+002
5.75439937337181e+001,-4.68222020385596e+001,-1.75545661970637e+002
5.80764417521336e+001,-4.68217154845737e+001,-1.75504614425686e+002
5.86138164514053e+001,-4.68212199409051e+001,-1.75463191754030e+002
5.91561634175498e+001,-4.68207152425125e+001,-1.75421390614727e+002
5.97035286583862e+001,-4.68202012213642e+001,-1.75379207639512e+002
6.02559586074383e+001,-4.68196777063847e+001,-1.75336639432647e+002
6.08135001278743e+001,-4.68191445234020e+001,-1.75293682570764e+002
6.13762005164820e+001,-4.68186014950920e+001,-1.75250333602712e+002
6.19441075076807e+001,-4.68180484409243e+001,-1.75206589049412e+002
6.25172692775712e+001,-4.68174851771050e+001,-1.75162445403703e+002
6.30957344480220e+001,-4.68169115165196e+001,-1.75117899130195e+002
6.36795520907943e+001,-4.68163272686755e+001,-1.75072946665125e+002
6.42687717317047e+001,-4.68157322396420e+001,-1.75027584416209e+002
6.48634433548266e+001,-4.68151262319907e+001,-1.74981808762504e+002
6.54636174067303e+001,-4.68145090447345e+001,-1.74935616054266e+002
6.60693448007624e+001,-4.68138804732652e+001,-1.74889002612808e+002
6.66806769213651e+001,-4.68132403092908e+001,-1.74841964730369e+002
6.72976656284347e+001,-4.68125883407713e+001,-1.74794498669976e+002
6.79203632617214e+001,-4.68119243518536e+001,-1.74746600665313e+002
6.85488226452691e+001,-4.68112481228052e+001,-1.74698266920595e+002
6.91830970918966e+001,-4.68105594299473e+001,-1.74649493610434e+002
6.98232404077202e+001,-4.68098580455864e+001,-1.74600276879723e+002
7.04693068967178e+001,-4.68091437379449e+001,-1.74550612843510e+002
7.11213513653360e+001,-4.68084162710907e+001,-1.74500497586879e+002
7.17794291271393e+001,-4.68076754048656e+001,-1.74449927164839e+002
7.24435960075022e+001,-4.68069208948128e+001,-1.74398897602208e+002
7.31139083483449e+001,-4.68061524921028e+001,-1.74347404893506e+002
7.37904230129133e+001,-4.68053699434587e+001,-1.74295445002852e+002
7.44731973906022e+001,-4.68045729910799e+001,-1.74243013863856e+002
7.51622894018238e+001,-4.68037613725646e+001,-1.74190107379529e+002
7.58577575029217e+001,-4.68029348208320e+001,-1.74136721422184e+002
7.65596606911290e+001,-4.68020930640418e+001,-1.74082851833349e+002
7.72680585095736e+001,-4.68012358255137e+001,-1.74028494423678e+002
7.79830110523293e+001,-4.68003628236451e+001,-1.73973644972875e+002
7.87045789695134e+001,-4.67994737718277e+001,-1.73918299229615e+002
7.94328234724317e+001,-4.67985683783632e+001,-1.73862452911470e+002
8.01678063387715e+001,-4.67976463463767e+001,-1.73806101704848e+002
8.09095899178419e+001,-4.67967073737301e+001,-1.73749241264924e+002
8.16582371358629e+001,-4.67957511529331e+001,-1.73691867215591e+002
8.24138115013039e+001,-4.67947773710540e+001,-1.73633975149404e+002
8.31763771102708e+001,-4.67937857096280e+001,-1.73575560627540e+002
8.39459986519435e+001,-4.67927758445647e+001,-1.73516619179751e+002
8.47227414140635e+001,-4.67917474460550e+001,-1.73457146304341e+002
8.55066712884722e+001,-4.67907001784751e+001,-1.73397137468130e+002
8.62978547767010e+001,-4.67896337002904e+001,-1.73336588106440e+002
8.70963589956120e+001,-4.67885476639574e+001,-1.73275493623080e+002
8.79022516830924e+001,-4.67874417158247e+001,-1.73213849390339e+002
8.87156012038001e+001,-4.67863154960317e+001,-1.73151650748985e+002
8.95364765549635e+001,-4.67851686384071e+001,-1.73088893008280e+002
9.03649473722343e+001,-4.67840007703649e+001,-1.73025571445988e+002
9.12010839355952e+001,-4.67828115127998e+001,-1.72961681308404e+002
9.20449571753214e+001,-4.67816004799801e+001,-1.72897217810387e+002
9.28966386779979e+001,-4.67803672794407e+001,-1.72832176135395e+002
9.37562006925924e+001,-4.67791115118730e+001,-1.72766551435543e+002
9.46237161365837e+001,-4.67778327710146e+001,-1.72700338831654e+002
9.54992586021480e+001,-4.67765306435367e+001,-1.72633533413332e+002
9.63829023624016e+001,-4.67752047089305e+001,-1.72566130239037e+002
9.72747223777011e+001,-4.67738545393917e+001,-1.72498124336173e+002
9.81747943020030e+001,-4.67724796997039e+001,-1.72429510701188e+002
9.90831944892814e+001,-4.67710797471206e+001,-1.72360284299679e+002
1.00000000000005e+002,-4.67696542312447e+001,-1.72290440066511e+002
1.00925288607673e+002,-4.67682026939079e+001,-1.72219972905951e+002
1.01859138805417e+002,-4.67667246690475e+001,-1.72148877691807e+002
1.02801629812652e+002,-4.67652196825823e+001,-1.72077149267580e+002
1.03752841581806e+002,-4.67636872522865e+001,-1.72004782446634e+002
1.04712854805095e+002,-4.67621268876625e+001,-1.71931772012371e+002
1.05681750921371e+002,-4.67605380898119e+001,-1.71858112718424e+002
1.06659612123031e+002,-4.67589203513052e+001,-1.71783799288858e+002
1.07646521362989e+002,-4.67572731560495e+001,-1.71708826418392e+002
1.08642562361712e+002,-4.67555959791554e+001,-1.71633188772630e+002
1.09647819614324e+002,-4.67538882868019e+001,-1.71556880988306e+002
1.10662378397772e+002,-4.67521495360999e+001,-1.71479897673545e+002
1.11686324778062e+002,-4.67503791749537e+001,-1.71402233408140e+002
1.12719745617557e+002,-4.67485766419223e+001,-1.71323882743845e+002
1.13762728582349e+002,-4.67467413660778e+001,-1.71244840204681e+002
1.14815362149694e+002,-4.67448727668628e+001,-1.71165100287261e+002
1.15877735615518e+002,-4.67429702539469e+001,-1.71084657461129e+002
1.16949939101993e+002,-4.67410332270807e+001,-1.71003506169123e+002
1.18032063565179e+002,-4.67390610759493e+001,-1.70921640827748e+002
1.19124200802743e+002,-4.67370531800234e+001,-1.70839055827567e+002
1.20226443461747e+002,-4.67350089084101e+001,-1.70755745533623e+002
1.21338885046504e+002,-4.67329276197014e+001,-1.70671704285860e+002
1.22461619926511e+002,-4.67308086618214e+001,-1.70586926399584e+002
1.23594743344457e+002,-4.67286513718728e+001,-1.70501406165929e+002
1.24738351424300e+002,-4.67264550759810e+001,-1.70415137852351e+002
1.25892541179423e+002,-4.67242190891378e+001,-1.70328115703140e+002
1.27057410520860e+002,-4.67219427150437e+001,-1.70240333939959e+002
1.28233058265609e+002,-4.67196252459479e+001,-1.70151786762395e+002
1.29419584145005e+002,-4.67172659624886e+001,-1.70062468348542e+002
1.30617088813191e+002,-4.67148641335307e+001,-1.69972372855603e+002
1.31825673855647e+002,-4.67124190160033e+001,-1.69881494420517e+002
1.33045441797816e+002,-4.67099298547358e+001,-1.69789827160608e+002
1.34276496113793e+002,-4.67073958822922e+001,-1.69697365174261e+002
1.35518941235110e+002,-4.67048163188055e+001,-1.69604102541621e+002
1.36772882559592e+002,-4.67021903718101e+001,-1.69510033325324e+002
1.38038426460295e+002,-4.66995172360739e+001,-1.69415151571241e+002
1.39315680294537e+002,-4.66967960934287e+001,-1.69319451309269e+002
1.40604752412999e+002,-4.66940261126007e+001,-1.69222926554128e+002
1.41905752168916e+002,-4.66912064490396e+001,-1.69125571306203e+002
1.43218789927362e+002,-4.66883362447465e+001,-1.69027379552406e+002
1.44543977074600e+002,-4.66854146281021e+001,-1.68928345267067e+002
1.45881426027542e+002,-4.66824407136935e+001,-1.68828462412864e+002
1.47231250243279e+002,-4.66794136021406e+001,-1.68727724941768e+002
1.48593564228708e+002,-4.66763323799221e+001,-1.68626126796037e+002
1.49968483550245e+002,-4.66731961192008e+001,-1.68523661909226e+002
1.51356124843629e+002,-4.66700038776491e+001,-1.68420324207240e+002
1.52756605823815e+002,-4.66667546982730e+001,-1.68316107609413e+002
1.54170045294964e+002,-4.66634476092376e+001,-1.68211006029627e+002
1.55596563160516e+002,-4.66600816236910e+001,-1.68105013377460e+002
1.57036280433363e+002,-4.66566557395886e+001,-1.67998123559369e+002
1.58489319246120e+002,-4.66531689395180e+001,-1.67890330479912e+002
1.59955802861475e+002,-4.66496201905232e+001,-1.67781628043005e+002
1.61435855682657e+002,-4.66460084439296e+001,-1.67672010153212e+002
1.62929603263981e+002,-4.66423326351692e+001,-1.67561470717076e+002
1.64437172321502e+002,-4.66385916836064e+001,-1.67450003644488e+002
1.65958690743765e+002,-4.66347844923637e+001,-1.67337602850089e+002
1.67494287602653e+002,-4.66309099481492e+001,-1.67224262254721e+002
1.69044093164335e+002,-4.66269669210842e+001,-1.67109975786908e+002
1.70608238900321e+002,-4.66229542645314e+001,-1.66994737384384e+002
1.72186857498610e+002,-4.66188708149254e+001,-1.66878540995656e+002
1.73780082874947e+002,-4.66147153916028e+001,-1.66761380581612e+002
1.75388050184185e+002,-4.66104867966349e+001,-1.66643250117174e+002
1.77010895831752e+002,-4.66061838146618e+001,-1.66524143592987e+002
1.78648757485215e+002,-4.66018052127267e+001,-1.66404055017153e+002
1.80301774085967e+002,-4.65973497401143e+001,-1.66282978417015e+002
1.81970085861008e+002,-4.65928161281891e+001,-1.66160907840973e+002
1.83653834334845e+002,-4.65882030902368e+001,-1.66037837360361e+002
1.85353162341491e+002,-4.65835093213080e+001,-1.65913761071349e+002
1.87068214036590e+002,-4.65787334980639e+001,-1.65788673096913e+002
1.88799134909640e+002,-4.65738742786252e+001,-1.65662567588831e+002
1.90546071796335e+002,-4.65689303024229e+001,-1.65535438729740e+002
1.92309172891026e+002,-4.65639001900537e+001,-1.65407280735232e+002
1.94088587759288e+002,-4.65587825431366e+001,-1.65278087856002e+002
1.95884467350610e+002,-4.65535759441745e+001,-1.65147854380041e+002
1.97696964011197e+002,-4.65482789564189e+001,-1.65016574634877e+002
1.99526231496899e+002,-4.65428901237382e+001,-1.64884242989870e+002
2.01372424986250e+002,-4.65374079704899e+001,-1.64750853858547e+002
2.03235701093633e+002,-4.65318310013982e+001,-1.64616401700993e+002
2.05116217882568e+002,-4.65261577014344e+001,-1.64480881026290e+002
2.07014134879116e+002,-4.65203865357036e+001,-1.64344286395002e+002
2.08929613085415e+002,-4.65145159493353e+001,-1.64206612421717e+002
2.10862814993340e+002,-4.65085443673799e+001,-1.64067853777632e+002
2.12813904598283e+002,-4.65024701947099e+001,-1.63928005193191e+002
2.14783047413065e+002,-4.64962918159279e+001,-1.63787061460773e+002
2.16770410481981e+002,-4.64900075952797e+001,-1.63645017437430e+002
2.18776162394967e+002,-4.64836158765739e+001,-1.63501868047678e+002
2.20800473301902e+002,-4.64771149831080e+001,-1.63357608286330e+002
2.22843514927043e+002,-4.64705032176018e+001,-1.63212233221389e+002
2.24905460583591e+002,-4.64637788621371e+001,-1.63065737996983e+002
2.26986485188395e+002,-4.64569401781052e+001,-1.62918117836357e+002
2.29086765276790e+002,-4.64499854061621e+001,-1.62769368044905e+002
2.31206479017572e+002,-4.64429127661917e+001,-1.62619484013260e+002
2.33345806228113e+002,-4.64357204572768e+001,-1.62468461220428e+002
2.35504928389614e+002,-4.64284066576794e+001,-1.62316295236969e+002
2.37684028662501e+002,-4.64209695248292e+001,-1.62162981728230e+002
2.39883291901963e+002,-4.64134071953221e+001,-1.62008516457625e+002
2.42102904673631e+002,-4.64057177849269e+001,-1.61852895289953e+002
2.44343055269411e+002,-4.63978993886037e+001,-1.61696114194775e+002
2.46603933723448e+002,-4.63899500805305e+001,-1.61538169249825e+002
2.48885731828253e+002,-4.63818679141418e+001,-1.61379056644472e+002
2.51188643150972e+002,-4.63736509221773e+001,-1.61218772683219e+002
2.53512863049805e+002,-4.63652971167419e+001,-1.61057313789254e+002
2.55858588690579e+002,-4.63568044893770e+001,-1.60894676508030e+002
2.58226019063474e+002,-4.63481710111442e+001,-1.60730857510894e+002
2.60615354999904e+002,-4.63393946327205e+001,-1.60565853598752e+002
2.63026799189553e+002,-4.63304732845064e+001,-1.60399661705769e+002
2.65460556197569e+002,-4.63214048767467e+001,-1.60232278903110e+002
2.67916832481919e+002,-4.63121872996646e+001,-1.60063702402708e+002
2.70395836410900e+002,-4.63028184236089e+001,-1.59893929561075e+002
2.72897778280820e+002,-4.62932960992162e+001,-1.59722957883132e+002
2.75422870333832e+002,-4.62836181575855e+001,-1.59550785026082e+002
2.77971326775945e+002,-4.62737824104690e+001,-1.59377408803293e+002
2.80543363795188e+002,-4.62637866504770e+001,-1.59202827188225e+002
2.83139199579954e+002,-4.62536286512981e+001,-1.59027038318367e+002
2.85759054337511e+002,-4.62433061679345e+001,-1.58850040499201e+002
2.88403150312677e+002,-4.62328169369543e+001,-1.58671832208180e+002
2.91071711806677e+002,-4.62221586767587e+001,-1.58492412098729e+002
2.93764965196170e+002,-4.62113290878663e+001,-1.58311779004253e+002
2.96483138952452e+002,-4.62003258532142e+001,-1.58129931942161e+002
2.99226463660836e+002,-4.61891466384760e+001,-1.57946870117894e+002
3.01995172040219e+002,-4.61777890923972e+001,-1.57762592928962e+002
3.04789498962816e+002,-4.61662508471483e+001,-1.57577099968981e+002
3.07609681474089e+002,-4.61545295186957e+001,-1.57390391031712e+002
3.10455958812854e+002,-4.61426227071911e+001,-1.57202466115093e+002
3.13328572431577e+002,-4.61305279973790e+001,-1.57013325425263e+002
3.16227766016857e+002,-4.61182429590229e+001,-1.56822969380582e+002
3.19153785510095e+002,-4.61057651473507e+001,-1.56631398615632e+002
3.22106879128362e+002,-4.60930921035189e+001,-1.56438613985196e+002
3.25087297385454e+002,-4.60802213550964e+001,-1.56244616568225e+002
3.28095293113139e+002,-4.60671504165676e+001,-1.56049407671773e+002
3.31131121482611e+002,-4.60538767898552e+001,-1.55852988834907e+002
3.34195040026134e+002,-4.60403979648630e+001,-1.55655361832574e+002
3.37287308658889e+002,-4.60267114200386e+001,-1.55456528679449e+002
3.40408189701021e+002,-4.60128146229560e+001,-1.55256491633718e+002
3.43557947899895e+002,-4.59987050309189e+001,-1.55055253200835e+002
3.46736850452552e+002,-4.59843800915833e+001,-1.54852816137217e+002
3.49945167028378e+002,-4.59698372436018e+001,-1.54649183453888e+002
3.53183169791978e+002,-4.59550739172870e+001,-1.54444358420059e+002
3.56451133426266e+002,-4.59400875352961e+001,-1.54238344566652e+002
3.59749335155764e+002,-4.59248755133350e+001,-1.54031145689747e+002
3.63078054770123e+002,-4.59094352608841e+001,-1.53822765853956e+002
3.66437574647855e+002,-4.58937641819429e+001,-1.53613209395723e+002
3.69828179780289e+002,-4.58778596757955e+001,-1.53402480926535e+002
3.73250157795743e+002,-4.58617191377961e+001,-1.53190585336044e+002
3.76703798983932e+002,-4.58453399601747e+001,-1.52977527795101e+002
3.80189396320584e+002,-4.58287195328617e+001,-1.52763313758683e+002
3.83707245492302e+002,-4.58118552443326e+001,-1.52547948968722e+002
3.87257644921641e+002,-4.57947444824725e+001,-1.52331439456819e+002
3.90840895792426e+002,-4.57773846354582e+001,-1.52113791546848e+002
3.94457302075302e+002,-4.57597730926608e+001,-1.51895011857439e+002
3.98107170553522e+002,-4.57419072455653e+001,-1.51675107304333e+002
4.01790810848965e+002,-4.57237844887088e+001,-1.51454085102610e+002
4.05508535448409e+002,-4.57054022206368e+001,-1.51231952768782e+002
4.09260659730036e+002,-4.56867578448758e+001,-1.51008718122741e+002
4.13047501990187e+002,-4.56678487709234e+001,-1.50784389289564e+002
4.16869383470361e+002,-4.56486724152544e+001,-1.50558974701172e+002
4.20726628384470e+002,-4.56292262023429e+001,-1.50332483097818e+002
4.24619563946339e+002,-4.56095075656989e+001,-1.50104923529434e+002
4.28548520397466e+002,-4.55895139489205e+001,-1.49876305356797e+002
4.32513831035036e+002,-4.55692428067592e+001,-1.49646638252528e+002
4.36515832240193e+002,-4.55486916061988e+001,-1.49415932201922e+002
4.40554863506581e+002,-4.55278578275471e+001,-1.49184197503585e+002
4.44631267469136e+002,-4.55067389655388e+001,-1.48951444769904e+002
4.48745389933160e+002,-4.54853325304504e+001,-1.48717684927307e+002
4.52897579903649e+002,-4.54636360492245e+001,-1.48482929216349e+002
4.57088189614904e+002,-4.54416470666036e+001,-1.48247189191590e+002
4.61317574560408e+002,-4.54193631462734e+001,-1.48010476721270e+002
4.65586093522988e+002,-4.53967818720125e+001,-1.47772803986789e+002
4.69894108605245e+002,-4.53739008488491e+001,-1.47534183481968e+002
4.74241985260275e+002,-4.53507177042246e+001,-1.47294628012103e+002
4.78630092322669e+002,-4.53272300891600e+001,-1.47054150692803e+002
4.83058802039803e+002,-4.53034356794275e+001,-1.46812764948609e+002
4.87528490103417e+002,-4.52793321767241e+001,-1.46570484511393e+002
4.92039535681482e+002,-4.52549173098473e+001,-1.46327323418533e+002
4.96592321450368e+002,-4.52301888358702e+001,-1.46083296010861e+002
5.01187233627304e+002,-4.52051445413173e+001,-1.45838416930388e+002
5.05824662003146e+002,-4.51797822433374e+001,-1.45592701117790e+002
5.10504999975439e+002,-4.51540997908742e+001,-1.45346163809676e+002
5.15228644581789e+002,-4.51280950658323e+001,-1.45098820535613e+002
5.19995996533549e+002,-4.51017659842378e+001,-1.44850687114925e+002
5.24807460249806e+002,-4.50751104973929e+001,-1.44601779653251e+002
5.29663443891692e+002,-4.50481265930217e+001,-1.44352114538881e+002
5.34564359397006e+002,-4.50208122964077e+001,-1.44101708438847e+002
5.39510622515162e+002,-4.49931656715205e+001,-1.43850578294787e+002
5.44502652842456e+002,-4.49651848221310e+001,-1.43598741318575e+002
5.49540873857660e+002,-4.49368678929136e+001,-1.43346214987719e+002
5.54625712957947e+002,-4.49082130705345e+001,-1.43093017040530e+002
5.59757601495146e+002,-4.48792185847243e+001,-1.42839165471064e+002
5.64936974812339e+002,-4.48498827093337e+001,-1.42584678523835e+002
5.70164272280784e+002,-4.48202037633718e+001,-1.42329574688305e+002
5.75439937337194e+002,-4.47901801120244e+001,-1.42073872693157e+002
5.80764417521350e+002,-4.47598101676526e+001,-1.41817591500343e+002
5.86138164514067e+002,-4.47290923907686e+001,-1.41560750298927e+002
5.91561634175512e+002,-4.46980252909897e+001,-1.41303368498711e+002
5.97035286583876e+002,-4.46666074279674e+001,-1.41045465723653e+002
6.02559586074397e+002,-4.46348374122910e+001,-1.40787061805096e+002
6.08135001278758e+002,-4.46027139063649e+001,-1.40528176774783e+002
6.13762005164834e+002,-4.45702356252586e+001,-1.40268830857695e+002
6.19441075076822e+002,-4.45374013375270e+001,-1.40009044464693e+002
6.25172692775727e+002,-4.45042098660017e+001,-1.39748838184990e+002
6.30957344480235e+002,-4.44706600885503e+001,-1.39488232778438e+002
6.36795520907958e+002,-4.44367509388051e+001,-1.39227249167658e+002
6.42687717317062e+002,-4.44024814068573e+001,-1.38965908430003e+002
6.48634433548281e+002,-4.43678505399183e+001,-1.38704231789369e+002
6.54636174067318e+002,-4.43328574429460e+001,-1.38442240607861e+002
6.60693448007640e+002,-4.42975012792351e+001,-1.38179956377324e+002
6.66806769213666e+002,-4.42617812709710e+001,-1.37917400710734e+002
6.72976656284362e+002,-4.42256966997467e+001,-1.37654595333476e+002
6.79203632617229e+002,-4.41892469070411e+001,-1.37391562074505e+002
6.85488226452707e+002,-4.41524312946593e+001,-1.37128322857402e+002
6.91830970918982e+002,-4.41152493251329e+001,-1.36864899691327e+002
6.98232404077218e+002,-4.40777005220810e+001,-1.36601314661900e+002
7.04693068967194e+002,-4.40397844705304e+001,-1.36337589921983e+002
7.11213513653376e+002,-4.40015008171953e+001,-1.36073747682412e+002
7.17794291271410e+002,-4.39628492707153e+001,-1.35809810202655e+002
7.24435960075038e+002,-4.39238296018521e+001,-1.35545799781429e+002
7.31139083483466e+002,-4.38844416436444e+001,-1.35281738747270e+002
7.37904230129150e+002,-4.38446852915207e+001,-1.35017649449074e+002
7.44731973906039e+002,-4.38045605033691e+001,-1.34753554246621e+002
7.51622894018256e+002,-4.37640672995663e+001,-1.34489475501082e+002
7.58577575029235e+002,-4.37232057629622e+001,-1.34225435565523e+002
7.65596606911308e+002,-4.36819760388239e+001,-1.33961456775425e+002
7.72680585095754e+002,-4.36403783347365e+001,-1.33697561439216e+002
7.79830110523311e+002,-4.35984129204615e+001,-1.33433771828832e+002
7.87045789695152e+002,-4.35560801277543e+001,-1.33170110170314e+002
7.94328234724335e+002,-4.35133803501387e+001,-1.32906598634456e+002
8.01678063387733e+002,-4.34703140426410e+001,-1.32643259327507e+002
8.09095899178437e+002,-4.34268817214825e+001,-1.32380114281940e+002
8.16582371358648e+002,-4.33830839637322e+001,-1.32117185447291e+002
8.24138115013058e+002,-4.33389214069185e+001,-1.31854494681097e+002
8.31763771102728e+002,-4.32943947486019e+001,-1.31592063739909e+002
8.39459986519455e+002,-4.32495047459090e+001,-1.31329914270422e+002
8.47227414140654e+002,-4.32042522150277e+001,-1.31068067800708e+002
8.55066712884742e+002,-4.31586380306653e+001,-1.30806545731574e+002
8.62978547767029e+002,-4.31126631254697e+001,-1.30545369328041e+002
8.70963589956140e+002,-4.30663284894144e+001,-1.30284559710968e+002
8.79022516830945e+002,-4.30196351691487e+001,-1.30024137848808e+002
8.87156012038022e+002,-4.29725842673136e+001,-1.29764124549528e+002
8.95364765549655e+002,-4.29251769418243e+001,-1.29504540452674e+002
9.03649473722364e+002,-4.28774144051203e+001,-1.29245406021610e+002
9.12010839355973e+002,-4.28292979233841e+001,-1.28986741535927e+002
9.20449571753235e+002,-4.27808288157305e+001,-1.28728567084026e+002
9.28966386780000e+002,-4.27320084533654e+001,-1.28470902555891e+002
9.37562006925945e+002,-4.26828382587173e+001,-1.28213767636045e+002
9.46237161365859e+002,-4.26333197045422e+001,-1.27957181796705e+002
9.54992586021502e+002,-4.25834543130014e+001,-1.27701164291139e+002
9.63829023624038e+002,-4.25332436547164e+001,-1.27445734147220e+002
9.72747223777033e+002,-4.24826893477991e+001,-1.27190910161199e+002
9.81747943020053e+002,-4.24317930568603e+001,-1.26936710891679e+002
9.90831944892837e+002,-4.23805564919975e+001,-1.26683154653818e+002
1.00000000000007e+003,-4.23289814077628e+001,-1.26430259513743e+002
1.00925288607676e+003,-4.22770696021121e+001,-1.26178043283189e+002
1.01859138805419e+003,-4.22248229153376e+001,-1.25926523514365e+002
1.02801629812655e+003,-4.21722432289843e+001,-1.25675717495048e+002
1.03752841581809e+003,-4.21193324647518e+001,-1.25425642243899e+002
1.04712854805097e+003,-4.20660925833828e+001,-1.25176314506021e+002
1.05681750921373e+003,-4.20125255835395e+001,-1.24927750748743e+002
1.06659612123033e+003,-4.19586335006694e+001,-1.24679967157636e+002
1.07646521362991e+003,-4.19044184058614e+001,-1.24432979632764e+002
1.08642562361714e+003,-4.18498824046937e+001,-1.24186803785170e+002
1.09647819614326e+003,-4.17950276360744e+001,-1.23941454933594e+002
1.10662378397775e+003,-4.17398562710770e+001,-1.23696948101424e+002
1.11686324778064e+003,-4.16843705117704e+001,-1.23453298013880e+002
1.12719745617559e+003,-4.16285725900465e+001,-1.23210519095430e+002
1.13762728582351e+003,-4.15724647664444e+001,-1.22968625467431e+002
1.14815362149697e+003,-4.15160493289749e+001,-1.22727630946008e+002
1.15877735615521e+003,-4.14593285919439e+001,-1.22487549040149e+002
1.16949939101996e+003,-4.14023048947778e+001,-1.22248392950032e+002
1.18032063565181e+003,-4.13449806008507e+001,-1.22010175565568e+002
1.19124200802746e+003,-4.12873580963154e+001,-1.21772909465167e+002
1.20226443461750e+003,-4.12294397889385e+001,-1.21536606914721e+002
1.21338885046506e+003,-4.11712281069406e+001,-1.21301279866793e+002
1.22461619926514e+003,-4.11127254978439e+001,-1.21066939960029e+002
1.23594743344460e+003,-4.10539344273256e+001,-1.20833598518761e+002
1.24738351424303e+003,-4.09948573780812e+001,-1.20601266552823e+002
1.25892541179426e+003,-4.09354968486958e+001,-1.20369954757565e+002
1.27057410520863e+003,-4.08758553525253e+001,-1.20139673514055e+002
1.28233058265612e+003,-4.08159354165896e+001,-1.19910432889479e+002
1.29419584145008e+003,-4.07557395804758e+001,-1.19682242637724e+002
1.30617088813194e+003,-4.06952703952550e+001,-1.19455112200140e+002
1.31825673855650e+003,-4.06345304224113e+001,-1.19229050706484e+002
1.33045441797819e+003,-4.05735222327851e+001,-1.19004066976034e+002
1.34276496113796e+003,-4.05122484055304e+001,-1.18780169518868e+002
1.35518941235114e+003,-4.04507115270872e+001,-1.18557366537311e+002
1.36772882559595e+003,-4.03889141901697e+001,-1.18335665927536e+002
1.38038426460299e+003,-4.03268589927700e+001,-1.18115075281316e+002
1.39315680294541e+003,-4.02645485371788e+001,-1.17895601887930e+002
1.40604752413002e+003,-4.02019854290237e+001,-1.17677252736202e+002
1.41905752168920e+003,-4.01391722763237e+001,-1.17460034516689e+002
1.43218789927365e+003,-4.00761116885628e+001,-1.17243953623989e+002
1.44543977074603e+003,-4.00128062757816e+001,-1.17029016159182e+002
1.45881426027546e+003,-3.99492586476868e+001,-1.16815227932396e+002
1.47231250243283e+003,-3.98854714127811e+001,-1.16602594465482e+002
1.48593564228712e+003,-3.98214471775107e+001,-1.16391120994802e+002
1.49968483550249e+003,-3.97571885454334e+001,-1.16180812474130e+002
1.51356124843632e+003,-3.96926981164056e+001,-1.15971673577643e+002
1.52756605823819e+003,-3.96279784857899e+001,-1.15763708703016e+002
