time,I(C1)
1.149498719795561e-002,-1.025113e-007
1.150333537547979e-002,-1.860315e-007
1.151652354560965e-002,-2.756052e-007
1.153098844039340e-002,-3.068972e-007
1.155447346138482e-002,-2.491960e-007
1.156692475433083e-002,-1.763259e-007
1.157568328161620e-002,-1.073803e-007
1.158919047438083e-002,3.460884e-009
1.159726448731296e-002,6.333314e-008
1.160573135978859e-002,1.152669e-007
1.161888404877323e-002,1.698323e-007
1.163348921382595e-002,1.886985e-007
1.165699772510755e-002,1.522756e-007
1.166951484140568e-002,1.068331e-007
1.169168724493065e-002,-3.366059e-009
1.169956383135804e-002,-3.918949e-008
1.170819197512611e-002,-7.161677e-008
1.172125026486792e-002,-1.046570e-007
1.173605828338864e-002,-1.160059e-007
1.175955616885550e-002,-9.299917e-008
1.177213452136571e-002,-6.464335e-008
1.179434235484777e-002,3.283951e-009
1.180190497235302e-002,2.434461e-008
1.181082688131006e-002,4.483621e-008
1.182369202140859e-002,6.456554e-008
1.183887362990549e-002,7.127216e-008
1.186233869201231e-002,5.651203e-008
1.187499985056380e-002,3.867973e-008
1.188053561655636e-002,2.762345e-008
1.188607138254891e-002,1.705845e-008
1.189160714854147e-002,6.984756e-009
1.189714291453403e-002,-2.597649e-009
1.190267868052659e-002,-1.168876e-008
1.190821444651915e-002,-2.028858e-008
1.191375021251171e-002,-2.839710e-008
1.192631549222743e-002,-3.993600e-008
1.194215636230927e-002,-4.403310e-008
1.196319175596740e-002,-3.605822e-008
1.197504395992416e-002,-2.594741e-008
1.198066136832907e-002,-1.915912e-008
1.198627877673398e-002,-1.261955e-008
1.199189618513888e-002,-6.328699e-009
1.199751359354379e-002,-2.865717e-010
1.200313100194869e-002,5.506834e-009
1.200874841035360e-002,1.105152e-008
1.201436581875850e-002,1.634748e-008
1.202755419064505e-002,2.421925e-008
1.204201854633464e-002,2.696926e-008
1.206550364030070e-002,2.189902e-008
1.208671333276140e-002,9.436950e-009
1.210136657578705e-002,-1.428744e-009
1.211601981881270e-002,-9.391402e-009
1.213067306183836e-002,-1.445102e-008
1.214532630486401e-002,-1.660761e-008
1.215997954788966e-002,-1.586116e-008
1.217463279091532e-002,-1.221167e-008
1.218928603394097e-002,-5.659150e-009
1.220586975402659e-002,1.430304e-009
1.222245347411221e-002,6.412363e-009
1.223903719419784e-002,9.287028e-009
1.225562091428346e-002,1.005430e-008
1.227220463436908e-002,8.714174e-009
1.228878835445470e-002,5.266655e-009
1.230537207454032e-002,-2.882579e-010
1.233472235407067e-002,-5.673777e-009
1.237336788721368e-002,-4.966314e-009
1.239508633604263e-002,-1.328795e-009
1.241680478487159e-002,1.264301e-009
1.243852323370055e-002,2.812974e-009
1.246024168252950e-002,3.317222e-009
1.248196013135846e-002,2.777046e-009
1.250367858018742e-002,1.192447e-009
1.252539702901637e-002,-1.436577e-009
1.254399043531269e-002,-1.506717e-009
1.256258384160900e-002,-1.415678e-009
1.258117724790532e-002,-1.163460e-009
1.259977065420163e-002,-7.500624e-010
1.261836406049795e-002,-1.754857e-010
1.263695746679426e-002,5.602702e-010
1.265555087309058e-002,1.457205e-009
1.269424009403021e-002,7.771054e-010
1.273292931496985e-002,2.487189e-010
1.277161853590948e-002,-1.279540e-010
1.281030775684912e-002,-3.529133e-010
1.284899697778875e-002,-4.261590e-010
1.288768619872839e-002,-3.476912e-010
1.292637541966803e-002,-1.175098e-010
2.442855671728618e-002,8.462467e-016
3.000000000000000e-002,-4.947973e-015
